c_eps,regime,method,Gamma,X,pi_treat_avg
2.0,cap,IPW-O-W,1.5,-1.0,0.0
2.0,cap,IPW-O-W,1.5,-0.6667,0.0
2.0,cap,IPW-O-W,1.5,-0.3333,0.5773
2.0,cap,IPW-O-W,1.5,0.0,1.0
2.0,cap,IPW-O-W,1.5,0.3333,1.0
2.0,cap,IPW-O-W,1.5,0.6667,0.5353
2.0,cap,IPW-O-W,1.5,1.0,0.3285
2.0,cap,IPW-O-W,2,-1.0,0.0
2.0,cap,IPW-O-W,2,-0.6667,0.0
2.0,cap,IPW-O-W,2,-0.3333,0.2844
2.0,cap,IPW-O-W,2,0.0,0.9146
2.0,cap,IPW-O-W,2,0.3333,1.0
2.0,cap,IPW-O-W,2,0.6667,0.5879
2.0,cap,IPW-O-W,2,1.0,0.6559
2.0,cap,IPW-O-W,2.5,-1.0,0.0
2.0,cap,IPW-O-W,2.5,-0.6667,0.0
2.0,cap,IPW-O-W,2.5,-0.3333,0.242
2.0,cap,IPW-O-W,2.5,0.0,0.7584
2.0,cap,IPW-O-W,2.5,0.3333,1.0
2.0,cap,IPW-O-W,2.5,0.6667,0.6674
2.0,cap,IPW-O-W,2.5,1.0,0.7751
2.0,cap,IPW-O-W,3,-1.0,0.0
2.0,cap,IPW-O-W,3,-0.6667,0.0
2.0,cap,IPW-O-W,3,-0.3333,0.1762
2.0,cap,IPW-O-W,3,0.0,0.6494
2.0,cap,IPW-O-W,3,0.3333,0.9098
2.0,cap,IPW-O-W,3,0.6667,0.7795
2.0,cap,IPW-O-W,3,1.0,0.9249
2.0,cap,IPW-O-W,4,-1.0,0.0
2.0,cap,IPW-O-W,4,-0.6667,0.0
2.0,cap,IPW-O-W,4,-0.3333,0.1613
2.0,cap,IPW-O-W,4,0.0,0.5175
2.0,cap,IPW-O-W,4,0.3333,1.0
2.0,cap,IPW-O-W,4,0.6667,0.7893
2.0,cap,IPW-O-W,4,1.0,0.987
2.0,cap,IPW-O-W,5,-1.0,0.0
2.0,cap,IPW-O-W,5,-0.6667,0.0
2.0,cap,IPW-O-W,5,-0.3333,0.1577
2.0,cap,IPW-O-W,5,0.0,0.4916
2.0,cap,IPW-O-W,5,0.3333,1.0
2.0,cap,IPW-O-W,5,0.6667,0.8073
2.0,cap,IPW-O-W,5,1.0,1.0
2.0,cap,IPW-O-W,6,-1.0,0.0
2.0,cap,IPW-O-W,6,-0.6667,0.0
2.0,cap,IPW-O-W,6,-0.3333,0.1422
2.0,cap,IPW-O-W,6,0.0,0.4424
2.0,cap,IPW-O-W,6,0.3333,1.0
2.0,cap,IPW-O-W,6,0.6667,0.8163
2.0,cap,IPW-O-W,6,1.0,1.0
2.0,cap,IPW-O-W,8,-1.0,0.0
2.0,cap,IPW-O-W,8,-0.6667,0.0
2.0,cap,IPW-O-W,8,-0.3333,0.1771
2.0,cap,IPW-O-W,8,0.0,0.4009
2.0,cap,IPW-O-W,8,0.3333,1.0
2.0,cap,IPW-O-W,8,0.6667,0.7722
2.0,cap,IPW-O-W,8,1.0,1.0
2.0,cap,DoublyRobust-O-W,1,-1.0,0.0
2.0,cap,DoublyRobust-O-W,1,-0.6667,0.0
2.0,cap,DoublyRobust-O-W,1,-0.3333,0.0
2.0,cap,DoublyRobust-O-W,1,0.0,1.0
2.0,cap,DoublyRobust-O-W,1,0.3333,1.0
2.0,cap,DoublyRobust-O-W,1,0.6667,0.4671
2.0,cap,DoublyRobust-O-W,1,1.0,1.0
2.0,cap,DoublyRobust-O-W,1.5,-1.0,0.0
2.0,cap,DoublyRobust-O-W,1.5,-0.6667,0.0
2.0,cap,DoublyRobust-O-W,1.5,-0.3333,0.2515
2.0,cap,DoublyRobust-O-W,1.5,0.0,0.9766
2.0,cap,DoublyRobust-O-W,1.5,0.3333,0.9859
2.0,cap,DoublyRobust-O-W,1.5,0.6667,0.4889
2.0,cap,DoublyRobust-O-W,1.5,1.0,0.75
2.0,cap,DoublyRobust-O-W,2,-1.0,0.0
2.0,cap,DoublyRobust-O-W,2,-0.6667,0.0
2.0,cap,DoublyRobust-O-W,2,-0.3333,0.314
2.0,cap,DoublyRobust-O-W,2,0.0,0.9276
2.0,cap,DoublyRobust-O-W,2,0.3333,0.9645
2.0,cap,DoublyRobust-O-W,2,0.6667,0.9931
2.0,cap,DoublyRobust-O-W,2,1.0,0.2362
2.0,cap,DoublyRobust-O-W,2.5,-1.0,0.0
2.0,cap,DoublyRobust-O-W,2.5,-0.6667,0.0
2.0,cap,DoublyRobust-O-W,2.5,-0.3333,0.3236
2.0,cap,DoublyRobust-O-W,2.5,0.0,0.9214
2.0,cap,DoublyRobust-O-W,2.5,0.3333,0.9744
2.0,cap,DoublyRobust-O-W,2.5,0.6667,1.0
2.0,cap,DoublyRobust-O-W,2.5,1.0,0.2193
2.0,cap,DoublyRobust-O-W,3,-1.0,0.0
2.0,cap,DoublyRobust-O-W,3,-0.6667,0.0
2.0,cap,DoublyRobust-O-W,3,-0.3333,0.2929
2.0,cap,DoublyRobust-O-W,3,0.0,0.9176
2.0,cap,DoublyRobust-O-W,3,0.3333,1.0
2.0,cap,DoublyRobust-O-W,3,0.6667,1.0
2.0,cap,DoublyRobust-O-W,3,1.0,0.2347
2.0,cap,DoublyRobust-O-W,4,-1.0,0.0
2.0,cap,DoublyRobust-O-W,4,-0.6667,0.0
2.0,cap,DoublyRobust-O-W,4,-0.3333,0.2163
2.0,cap,DoublyRobust-O-W,4,0.0,0.8646
2.0,cap,DoublyRobust-O-W,4,0.3333,1.0
2.0,cap,DoublyRobust-O-W,4,0.6667,1.0
2.0,cap,DoublyRobust-O-W,4,1.0,0.3631
2.0,cap,DoublyRobust-O-W,5,-1.0,0.0
2.0,cap,DoublyRobust-O-W,5,-0.6667,0.0
2.0,cap,DoublyRobust-O-W,5,-0.3333,0.2576
2.0,cap,DoublyRobust-O-W,5,0.0,0.7825
2.0,cap,DoublyRobust-O-W,5,0.3333,1.0
2.0,cap,DoublyRobust-O-W,5,0.6667,1.0
2.0,cap,DoublyRobust-O-W,5,1.0,0.4076
2.0,cap,DoublyRobust-O-W,6,-1.0,0.0
2.0,cap,DoublyRobust-O-W,6,-0.6667,0.0
2.0,cap,DoublyRobust-O-W,6,-0.3333,0.2647
2.0,cap,DoublyRobust-O-W,6,0.0,0.6754
2.0,cap,DoublyRobust-O-W,6,0.3333,1.0
2.0,cap,DoublyRobust-O-W,6,0.6667,1.0
2.0,cap,DoublyRobust-O-W,6,1.0,0.5002
2.0,cap,DoublyRobust-O-W,8,-1.0,0.0
2.0,cap,DoublyRobust-O-W,8,-0.6667,0.0
2.0,cap,DoublyRobust-O-W,8,-0.3333,0.2555
2.0,cap,DoublyRobust-O-W,8,0.0,0.4395
2.0,cap,DoublyRobust-O-W,8,0.3333,1.0
2.0,cap,DoublyRobust-O-W,8,0.6667,1.0
2.0,cap,DoublyRobust-O-W,8,1.0,0.6141
